Year,Provocation,Activity,Day,Month,Injury,State,Latitude,Longitude,SharkName,SharkLength,InjuryLocation,Gender,Age,IncidentTime,SharkScientific
1940,unprovoked,swimming,30.0,1,injured,QLD,-27.48333333,153.0166667,bull shark,2.4013698630136986,"""torso, shoulder""",male,17.0,,Carcharhinus leucas
1940,unprovoked,swimming,15.0,1,injured,QLD,-28,153.4166667,tiger shark,3.166265060240964,"""arm, torso""",male,22.0,,Galeocerdo cuvier
1940,unprovoked,swimming,23.0,1,fatal,NSW,-33.95,151.15,tiger shark,3.1,"""torso, leg""",male,13.0,1900-01-01 10:40:00,Galeocerdo cuvier
1940,unprovoked,swimming,4.0,2,fatal,NSW,-33.95,151.15,bull shark,2.4013698630136986,arm,male,55.0,1900-01-01 14:00:00,Carcharhinus leucas
1940,provoked,snorkelling,20.0,3,injured,NSW,-34.73333333,150.8333333,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1940,unprovoked,swimming,28.0,5,injured,QLD,-21.4,150.5333333,tiger shark,3.166265060240964,Unknown,male,56.0,,Galeocerdo cuvier
1940,unprovoked,swimming,28.0,12,fatal,NSW,-32.85,151.8333333,tiger shark,3.166265060240964,torso,male,23.0,1900-01-01 09:00:00,Galeocerdo cuvier
1941,unprovoked,swimming,8.0,10,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1941,unprovoked,swimming,15.0,10,fatal,QLD,-10.11666667,142.1333333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1941,unprovoked,swimming,19.0,11,injured,WA,-26.46666667,110.2666667,unknown species,1.9428571428571428,leg,male,,,Unknown species
1941,unprovoked,swimming,5.0,12,injured,WA,-24.88333333,113.65,bull shark,2.4013698630136986,foot,male,,,Carcharhinus leucas
1942,unprovoked,swimming,4.0,1,fatal,NSW,-33.76666667,151.2166667,bull shark,4.0,torso,female,28.0,1900-01-01 15:00:00,Carcharhinus leucas
1942,provoked,boarding,18.0,1,uninjured,NSW,-33.78333333,151.2833333,white shark,3.0,other: uninjured,male,,,Carcharodon carcharias
1942,provoked,snorkelling,9.0,5,injured,QLD,-17.7,146.5166667,tiger shark,2.1,arm,male,,,Galeocerdo cuvier
1942,provoked,snorkelling,4.0,8,injured,QLD,-20.08333333,148.8833333,unknown species,1.9428571428571428,leg,male,,,Unknown species
1942,unprovoked,swimming,12.0,9,injured,QLD,-16.78333333,145.7,tiger shark,3.0,leg,male,24.0,1900-01-01 16:30:00,Galeocerdo cuvier
1942,unprovoked,swimming,26.0,12,fatal,NSW,-33.76666667,151.2166667,bull shark,2.4013698630136986,leg,female,15.0,1900-01-01 10:50:00,Carcharhinus leucas
1943,unprovoked,swimming,1.0,1,injured,NT,-12.46666667,130.8333333,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1944,unprovoked,boarding,14.0,1,injured,NSW,-32.16666667,152.5166667,white shark,3.375,leg,male,14.0,,Carcharodon carcharias
1945,provoked,fishing,7.0,2,injured,NSW,-33.95,151.25,wobbegong,1.3,"""arm, hand""",male,24.0,,Orectolobidae
1945,unprovoked,swimming,15.0,6,fatal,QLD,-16.71666667,145.6666667,tiger shark,3.166265060240964,Unknown,male,,1900-01-01 16:00:00,Galeocerdo cuvier
1946,unprovoked,swimming,17.0,1,injured,QLD,-19.25,146.8166667,unknown species,1.9428571428571428,foot,male,12.0,,Unknown species
1946,unprovoked,swimming,5.0,1,fatal,NSW,-33.98333333,151.0833333,bull shark,2.4013698630136986,leg,female,14.0,,Carcharhinus leucas
1946,unprovoked,swimming,10.0,2,injured,WA,-31.93333333,115.75,white shark,4.2,"""thigh, calf, foot""",male,18.0,1900-01-01 12:15:00,Carcharodon carcharias
1946,unprovoked,swimming,19.0,4,fatal,QLD,-16.78333333,145.7,tiger shark,3.166265060240964,"""arm, leg""",male,17.0,1900-01-01 08:30:00,Galeocerdo cuvier
1946,unprovoked,swimming,18.0,8,fatal,QLD,-16.71666667,145.6333333,tiger shark,4.8,torso,male,30.0,1900-01-01 15:20:00,Galeocerdo cuvier
1946,unprovoked,swimming,14.0,10,injured,NSW,-33.05,151.6333333,bull shark,2.4013698630136986,leg,male,15.0,1900-01-01 13:00:00,Carcharhinus leucas
1946,provoked,snorkelling,20.0,11,fatal,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,arm,male,30.0,,Galeocerdo cuvier
1946,unprovoked,swimming,27.0,12,injured,SA,-34.96666667,138.5,white shark,3.375,"""arm, hand""",male,23.0,,Carcharodon carcharias
1947,provoked,diving,23.0,7,uninjured,NT,-12.45,130.7833333,tiger shark,3.166265060240964,other: uninjured,male,,,Galeocerdo cuvier
1947,unprovoked,other: standing in water,27.0,10,injured,QLD,-16.55,139.4,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1947,unprovoked,swimming,8.0,11,fatal,NSW,-31.33333333,152.8333333,bull shark,2.4013698630136986,leg,male,12.0,1900-01-01 16:00:00,Carcharhinus leucas
1947,unprovoked,swimming,8.0,11,injured,NSW,-31.33333333,152.8333333,bull shark,2.4013698630136986,foot,male,13.0,1900-01-01 16:00:00,Carcharhinus leucas
1947,provoked,fishing,21.0,12,injured,NSW,-31.7,152.75,bull shark,2.0,thigh,male,9.0,,Carcharhinus leucas
1948,provoked,swimming,5.0,1,injured,WA,-31.98333333,115.5333333,wobbegong,0.8,leg,male,,,Orectolobidae
1948,unprovoked,swimming,12.0,2,fatal,NSW,-32.85,151.8333333,tiger shark,4.0,"""torso, leg""",male,16.0,,Galeocerdo cuvier
1948,provoked,snorkelling,18.0,11,injured,QLD,-9.633333333,142.6833333,tiger shark,3.166265060240964,leg,male,41.0,,Galeocerdo cuvier
1948,unprovoked,swimming,26.0,12,fatal,QLD,-26.8,153.1333333,tiger shark,3.166265060240964,"""arm, leg, pelvic region""",male,28.0,1900-01-01 11:30:00,Galeocerdo cuvier
1948,provoked,spearfishing,4.0,12,uninjured,NSW,-33.85,151.25,tiger shark,2.0,other: uninjured,male,,,Galeocerdo cuvier
1949,provoked,boarding,14.0,1,uninjured,NSW,-33.88333333,151.2666667,whaler shark,2.2,other: uninjured,male,32.0,,Carcharhinidae
1949,provoked,unknown,17.0,1,injured,NSW,-29.1,153.4333333,wobbegong,1.3408602150537634,leg,male,,,Orectolobidae
1949,unprovoked,boarding,13.0,1,uninjured,NSW,-33.66666667,151.3,white shark,3.0,other: uninjured,male,0.0,,Carcharodon carcharias
1949,unprovoked,swimming,23.0,1,fatal,NSW,-32.93333333,151.75,white shark,4.0,"""leg, hand""",male,20.0,1900-01-01 15:00:00,Carcharodon carcharias
1949,unprovoked,boarding,26.0,2,uninjured,NSW,-33.65,151.3166667,white shark,3.6,other: uninjured,male,,,Carcharodon carcharias
1949,unprovoked,swimming,17.0,4,fatal,QLD,-16.71666667,145.6333333,tiger shark,3.6,leg,male,13.0,1900-01-01 13:30:00,Galeocerdo cuvier
1949,unprovoked,swimming,16.0,5,injured,WA,-17.96666667,122.1666667,bull shark,2.7,arm,female,22.0,,Carcharhinus leucas
1949,unprovoked,swimming,16.0,8,injured,TAS,-40.11666667,148.9333333,white shark,3.375,thigh,male,18.0,,Carcharodon carcharias
1949,unprovoked,swimming,28.0,8,injured,QLD,-16.81666667,145.7666667,tiger shark,3.166265060240964,torso,male,21.0,1900-01-01 13:30:00,Galeocerdo cuvier
1949,unprovoked,swimming,28.0,8,fatal,QLD,-16.81666667,145.7666667,tiger shark,3.166265060240964,torso,male,34.0,1900-01-01 13:30:00,Galeocerdo cuvier
1949,provoked,swimming,20.0,11,injured,NSW,-34,151.2,wobbegong,2.0,arm,male,36.0,,Orectolobidae
1950,provoked,swimming,8.0,1,injured,VIC,-37.96666667,144.7,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1950,unprovoked,swimming,11.0,4,fatal,QLD,-16.9,145.85,tiger shark,3.166265060240964,Unknown,male,50.0,,Galeocerdo cuvier
1950,unprovoked,swimming,25.0,11,injured,QLD,-28.1,153.1,bull shark,3.6,"""hand, pelvic region""",male,21.0,1900-01-01 17:00:00,Carcharhinus leucas
1950,unprovoked,unmotorised boating,12.0,11,uninjured,QLD,-23.11666667,150.7333333,tiger shark,3.166265060240964,other: uninjured,male,18.0,,Galeocerdo cuvier
1950,unprovoked,swimming,16.0,12,fatal,QLD,-28.1,153.4666667,tiger shark,3.166265060240964,"""leg, torso""",male,20.0,1900-01-01 16:15:00,Galeocerdo cuvier
1951,provoked,spearfishing,3.0,2,injured,NSW,-34.53333333,150.8666667,bull shark,2.4013698630136986,"""thigh, torso""",male,20.0,,Carcharhinus leucas
1951,unprovoked,swimming,1.0,2,injured,NSW,-33.88333333,151.2666667,wobbegong,1.2,leg,male,14.0,,Orectolobidae
1951,provoked,boarding,26.0,3,injured,NSW,-33.63333333,151.3166667,wobbegong,1.8,torso,male,23.0,,Orectolobidae
1951,unprovoked,swimming,2.0,9,fatal,QLD,-23.38333333,150.55,bull shark,2.4013698630136986,"""leg, torso""",male,56.0,,Carcharhinus leucas
1951,unprovoked,swimming,22.0,10,fatal,QLD,-19.23333333,146.8,tiger shark,3.166265060240964,"""hand, torso, thigh""",male,42.0,1900-01-01 19:00:00,Galeocerdo cuvier
1951,unprovoked,swimming,6.0,12,fatal,NSW,-32.93333333,151.75,white shark,2.4,"""arm, leg, torso""",male,21.0,1900-01-01 16:00:00,Carcharodon carcharias
1951,unprovoked,boarding,30.0,12,uninjured,NSW,-33.36666667,151.4333333,white shark,3.7,other: uninjured,male,32.0,,Carcharodon carcharias
1952,unprovoked,boarding,7.0,1,injured,NSW,-29.1,153.4333333,wobbegong,2.4,"""calf, foot""",male,,,Orectolobidae
1952,provoked,unknown,10.0,2,uninjured,QLD,-19.25,146.8166667,bull shark,2.4013698630136986,other: uninjured,male,,,Carcharhinus leucas
1952,provoked,fishing,6.0,5,injured,WA,-35.06666667,117.05,wobbegong,1.3408602150537634,"""arm, hand""",male,,,Orectolobidae
1952,unprovoked,swimming,24.0,11,injured,VIC,-38.38333333,145.15,white shark,1.8,torso,male,23.0,,Carcharodon carcharias
1952,provoked,fishing,21.0,12,injured,SA,-38.01666667,140.5666667,white shark,2.5,thigh,male,25.0,,Carcharodon carcharias
1953,provoked,spearfishing,1.0,2,injured,NSW,-33.86666667,151.2,wobbegong,1.3408602150537634,leg,male,,,Orectolobidae
1953,provoked,spearfishing,15.0,2,injured,NSW,-34.56666667,150.8666667,wobbegong,1.8,head,male,25.0,,Orectolobidae
1953,provoked,spearfishing,1.0,2,injured,NSW,-33.71666667,151.3,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1953,provoked,spearfishing,22.0,3,injured,NSW,-33.73333333,151.3,tiger shark,4.0,arm,male,23.0,,Galeocerdo cuvier
1953,unprovoked,swimming,29.0,12,uninjured,NSW,-33.93333333,151.25,white shark,3.7,other: uninjured,male,26.0,,Carcharodon carcharias
1953,unprovoked,swimming,22.0,12,injured,NSW,-33.93333333,151.25,white shark,3.7,"""arm, leg""",male,26.0,,Carcharodon carcharias
1953,unprovoked,swimming,13.0,12,injured,QLD,-28.11666667,153.4666667,white shark,3.375,torso,male,16.0,1900-01-01 12:00:00,Carcharodon carcharias
1954,provoked,unknown,20.0,1,injured,SA,-38.05,140.7,wobbegong,1.3408602150537634,"""arm, hand""",male,,,Orectolobidae
1954,provoked,spearfishing,22.0,1,injured,QLD,-10.23333333,142.4833333,tiger shark,1.6,arm,female,,,Galeocerdo cuvier
1954,unprovoked,swimming,30.0,1,injured,NSW,-33.45,151.4333333,whaler shark,2.2,arm,male,,,Carcharhinidae
1954,unprovoked,swimming,27.0,2,fatal,NSW,-33.33333333,151.5,white shark,3.375,thigh,male,23.0,1900-01-01 17:15:00,Carcharodon carcharias
1954,provoked,snorkelling,28.0,6,injured,QLD,-16.91666667,145.99445,tiger shark,2.4,"""arm, shoulder""",male,30.0,,Galeocerdo cuvier
1954,provoked,spearfishing,4.0,9,fatal,QLD,-9.583333333,143.7666667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1955,provoked,spearfishing,17.0,1,fatal,NSW,-33.81666667,151.25,bull shark,4.0,"""leg, hand""",male,13.0,1900-01-01 15:00:00,Carcharhinus leucas
1955,unprovoked,swimming,5.0,2,fatal,NSW,-33.78333333,151.2166667,bull shark,3.6,leg,male,25.0,1900-01-01 14:00:00,Carcharhinus leucas
1955,unprovoked,swimming,9.0,3,fatal,NSW,-33.41666667,151.45,white shark,3.375,other: body not recovered,male,22.0,1900-01-01 18:00:00,Carcharodon carcharias
1955,provoked,spearfishing,15.0,10,injured,QLD,-17.93333333,145.9333333,wobbegong,1.8,"""arm, hand""",male,28.0,1900-01-01 15:00:00,Orectolobidae
1956,provoked,snorkelling,14.0,1,injured,QLD,-17.71666667,146.4,tiger shark,5.0,leg,male,18.0,,Galeocerdo cuvier
1956,unprovoked,swimming,26.0,2,fatal,QLD,-21.11666667,149.15,bull shark,2.4013698630136986,leg,male,14.0,1900-01-01 11:00:00,Carcharhinus leucas
1956,unprovoked,swimming,4.0,2,injured,VIC,-38.43333333,145.2333333,wobbegong,0.9,leg,male,,,Orectolobidae
1956,provoked,spearfishing,19.0,2,uninjured,VIC,-37.96666667,145,bronze whaler shark,3.6,other: uninjured,male,19.0,,Carcharhinus brachyurus
1956,unprovoked,diving,17.0,3,uninjured,WA,-32.13333333,115.7333333,whaler shark,2.2,other: uninjured,male,25.0,1900-01-01 21:55:00,Carcharhinidae
1956,unprovoked,swimming,4.0,3,fatal,VIC,-38.33333333,144.7,white shark,4.0,torso,male,26.0,1900-01-01 17:00:00,Carcharodon carcharias
1956,provoked,snorkelling,1.0,5,injured,QLD,-10.58333333,142.2166667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1956,provoked,diving,15.0,8,injured,QLD,-28,153.4166667,wobbegong,1.2,arm,male,,,Orectolobidae
1957,unprovoked,boarding,1.0,1,uninjured,NSW,-28.63333333,153.6166667,white shark,3.375,other: uninjured,male,,,Carcharodon carcharias
1957,unprovoked,swimming,2.0,2,fatal,WA,-16.38333333,122.9166667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1957,unprovoked,swimming,23.0,4,injured,NSW,-32.93333333,151.75,wobbegong,1.3408602150537634,foot,male,15.0,,Orectolobidae
1957,provoked,swimming,13.0,4,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,"""arm, shoulder""",male,22.0,1900-01-01 14:00:00,Galeocerdo cuvier
1957,provoked,spearfishing,11.0,5,injured,NSW,-32.68333333,152.1833333,white shark,3.375,thigh,male,28.0,,Carcharodon carcharias
1957,provoked,snorkelling,9.0,7,injured,QLD,-10.58333333,142.2166667,tiger shark,3.0,arm,male,36.0,,Galeocerdo cuvier
1958,unprovoked,swimming,19.0,1,injured,NSW,-28.53333333,153.55,wobbegong,1.3408602150537634,foot,male,14.0,,Orectolobidae
1958,provoked,spearfishing,27.0,1,injured,NSW,-35.2,150.55,white shark,3.0,leg,male,17.0,,Carcharodon carcharias
1958,provoked,fishing,9.0,2,uninjured,NSW,-33.05,151.6333333,bull shark,3.1,other: uninjured,male,,,Carcharhinus leucas
1958,provoked,spearfishing,10.0,3,fatal,QLD,-9.75,143.4,tiger shark,3.166265060240964,leg,male,24.0,,Galeocerdo cuvier
1958,provoked,spearfishing,23.0,3,uninjured,VIC,-38.21666667,145.0166667,bronze whaler shark,2.2,other: uninjured,male,,,Carcharhinus brachyurus
1958,provoked,spearfishing,1.0,9,injured,NSW,-32.71666667,152.1666667,wobbegong,1.8,"""arm, hand""",male,,,Orectolobidae
1958,unprovoked,swimming,23.0,11,fatal,QLD,-28,153.4166667,tiger shark,3.166265060240964,torso,male,22.0,,Galeocerdo cuvier
1959,provoked,fishing,31.0,1,injured,WA,-31.95,115.85,bull shark,1.5,calf,male,20.0,,Carcharhinus leucas
1959,unprovoked,swimming,17.0,1,injured,QLD,-26.66666667,153.1166667,wobbegong,1.8,foot,male,18.0,1900-01-01 09:20:00,Orectolobidae
1959,provoked,swimming,17.0,1,fatal,TAS,-43.15,147.85,white shark,3.375,other: body not recovered,male,22.0,1900-01-01 16:30:00,Carcharodon carcharias
1959,unprovoked,unmotorised boating,25.0,1,injured,TAS,-39.85,143.8333333,white shark,3.375,leg,male,16.0,,Carcharodon carcharias
1959,provoked,spearfishing,5.0,4,uninjured,NSW,-34.3,150.9166667,whaler shark,2.2,other: uninjured,male,,,Carcharhinidae
1959,provoked,unknown,11.0,4,injured,QLD,-10.58333333,142.2166667,tiger shark,1.8,"""arm, hand""",male,43.0,,Galeocerdo cuvier
1959,provoked,swimming,22.0,11,injured,QLD,-28.01666667,153.4333333,tiger shark,4.5,leg,male,19.0,1900-01-01 11:00:00,Galeocerdo cuvier
1959,unprovoked,swimming,29.0,11,injured,VIC,-38.45,144.0833333,white shark,4.0,leg,male,19.0,1900-01-01 14:30:00,Carcharodon carcharias
1959,unprovoked,swimming,19.0,12,fatal,QLD,-27.43333333,153.1666667,tiger shark,3.166265060240964,Unknown,male,29.0,,Galeocerdo cuvier
1959,provoked,boarding,29.0,12,uninjured,QLD,-27.23333333,153.1,tiger shark,3.6,other: uninjured,male,,,Galeocerdo cuvier
1960,provoked,spearfishing,15.0,1,injured,VIC,-37.98333333,145.0166667,bronze whaler shark,2.5,head,male,,,Carcharhinus brachyurus
1960,unprovoked,snorkelling,16.0,1,fatal,NSW,-33.76666667,151.2,bull shark,3.3,leg,male,13.0,1900-01-01 15:30:00,Carcharhinus leucas
1960,provoked,spearfishing,3.0,4,injured,VIC,-38.16666667,145.0666667,bronze whaler shark,1.5,head,male,,,Carcharhinus brachyurus
1960,unprovoked,swimming,13.0,4,injured,NSW,-30.86666667,153.0333333,white shark,3.7,"""arm, torso""",male,17.0,,Carcharodon carcharias
1960,provoked,spearfishing,3.0,4,uninjured,NSW,-32.6,152.3166667,bronze whaler shark,3.6,other: uninjured,male,,,Carcharhinus brachyurus
1960,unprovoked,swimming,27.0,11,injured,QLD,-21.13333333,149.2,whaler shark,0.9,"""arm, shoulder""",male,44.0,1900-01-01 14:45:00,Carcharhinidae
1960,provoked,spearfishing,3.0,11,injured,WA,-34.21666667,115.0166667,wobbegong,1.3408602150537634,arm,male,24.0,,Orectolobidae
1960,unprovoked,swimming,27.0,12,injured,NSW,-33.78333333,151.2833333,whaler shark,3.0,torso,female,27.0,,Carcharhinidae
1960,unprovoked,swimming,20.0,12,injured,QLD,-27.36666667,153.15,bull shark,1.0,thigh,male,33.0,1900-01-01 09:00:00,Carcharhinus leucas
1961,provoked,swimming,14.0,1,injured,NSW,-30.63333333,153.1833333,dogfish,1.3,head,male,40.0,,Squalidae
1961,unprovoked,swimming,17.0,2,injured,VIC,-38.26666667,145.0166667,wobbegong,1.3408602150537634,Unknown,female,,,Orectolobidae
1961,provoked,spearfishing,1.0,2,uninjured,WA,-32.11666667,115.65,wobbegong,2.7,other: uninjured,male,,,Orectolobidae
1961,provoked,spearfishing,30.0,3,injured,SA,-34.96666667,138.5,bronze whaler shark,2.5208333333333335,leg,male,24.0,,Carcharhinus brachyurus
1961,unprovoked,swimming,18.0,3,injured,VIC,-38.38333333,142.4833333,white shark,3.1,torso,male,21.0,1900-01-01 17:00:00,Carcharodon carcharias
1961,provoked,spearfishing,12.0,3,injured,SA,-35.28333333,138.4333333,white shark,3.6,"""arm, leg""",male,21.0,1900-01-01 14:30:00,Carcharodon carcharias
1961,provoked,spearfishing,3.0,4,uninjured,VIC,-38.46666667,145.0166667,dusky shark,2.7,other: uninjured,male,24.0,1900-01-01 08:30:00,Carcharhinus obscurus
1961,unprovoked,boarding,18.0,12,fatal,QLD,-26.36666667,153.0833333,bull shark,3.0,"""arm, leg""",male,22.0,1900-01-01 06:00:00,Carcharhinus leucas
1961,unprovoked,swimming,28.0,12,injured,QLD,-21.06666667,149.2166667,tiger shark,3.0,"""arm, hand""",male,24.0,1900-01-01 16:15:00,Galeocerdo cuvier
1961,unprovoked,swimming,28.0,12,fatal,QLD,-21.06666667,149.2166667,tiger shark,3.0,"""arm, thigh""",female,18.0,1900-01-01 16:15:00,Galeocerdo cuvier
1961,unprovoked,swimming,13.0,12,injured,QLD,-10.38333333,142.2833333,tiger shark,2.0,leg,male,17.0,1900-01-01 14:00:00,Galeocerdo cuvier
1962,unprovoked,boarding,14.0,1,injured,NSW,-28.78333333,153.5833333,white shark,3.375,foot,male,19.0,,Carcharodon carcharias
1962,unprovoked,boarding,7.0,1,uninjured,NSW,-33.73333333,151.3,white shark,2.0,other: uninjured,male,,,Carcharodon carcharias
1962,provoked,swimming,4.0,2,injured,QLD,-28.15,153.5333333,wobbegong,0.6,leg,male,35.0,1900-01-01 14:30:00,Orectolobidae
1962,provoked,spearfishing,29.0,11,uninjured,NSW,-33.73333333,151.3166667,whaler shark,3.0,other: uninjured,male,26.0,,Carcharhinidae
1962,provoked,spearfishing,10.0,12,fatal,SA,-35.4,138.3166667,white shark,3.6,leg,male,16.0,1900-01-01 13:00:00,Carcharodon carcharias
1963,unprovoked,other: standing in water,28.0,1,fatal,NSW,-33.78333333,151.2333333,bull shark,3.0,leg,female,32.0,,Carcharhinus leucas
1963,provoked,spearfishing,24.0,2,injured,NSW,-34.3,150.9333333,bronze whaler shark,3.0,calf,male,18.0,,Carcharhinus brachyurus
1963,unprovoked,boarding,13.0,4,injured,WA,-33.63333333,115,white shark,2.3,arm,male,25.0,,Carcharodon carcharias
1963,provoked,spearfishing,8.0,12,injured,SA,-35.28333333,138.4333333,white shark,5.0,"""arm, torso""",male,23.0,,Carcharodon carcharias
1964,provoked,spearfishing,1.0,1,uninjured,WA,-31.95,115.85,whaler shark,2.5,other: uninjured,male,,,Carcharhinidae
1964,provoked,spearfishing,18.0,1,injured,WA,-34.21666667,115.0166667,wobbegong,1.3408602150537634,arm,male,,,Orectolobidae
1964,unprovoked,boarding,28.0,3,injured,SA,-35.53333333,138.6166667,white shark,3.375,thigh,male,19.0,,Carcharodon carcharias
1964,provoked,swimming,4.0,10,injured,WA,-32.51666667,115.6833333,unknown species,1.9428571428571428,leg,male,19.0,,Unknown species
1964,provoked,snorkelling,29.0,11,injured,VIC,-38.41666667,142,white shark,4.0,leg,male,25.0,1900-01-01 13:30:00,Carcharodon carcharias
1965,provoked,other: standing in water,16.0,1,injured,VIC,-37.83333333,144.9333333,wobbegong,1.5,thigh,male,,,Orectolobidae
1965,unprovoked,boarding,3.0,11,injured,QLD,-16.91666667,145.7666667,tiger shark,2.4,thigh,male,24.0,,Galeocerdo cuvier
1965,provoked,spearfishing,27.0,12,injured,WA,-31.98333333,115.5333333,wobbegong,2.0,leg,male,40.0,,Orectolobidae
1966,unprovoked,swimming,27.0,2,injured,NSW,-34.28333333,150.9333333,white shark,2.5,"""arm, leg""",male,13.0,1900-01-01 14:00:00,Carcharodon carcharias
1966,unprovoked,swimming,20.0,5,fatal,NSW,-35.03333333,150.7166667,white shark,3.375,"""arm, shoulder""",male,40.0,,Carcharodon carcharias
1966,provoked,spearfishing,8.0,9,uninjured,WA,-31.98333333,115.5333333,shortfin mako shark,2.0,other: uninjured,male,,,Isurus oxyrinchus
1966,provoked,spearfishing,26.0,12,injured,NSW,-33.91666667,151.25,wobbegong,1.8,leg,male,,,Orectolobidae
1966,provoked,spearfishing,26.0,12,injured,QLD,-23.43333333,151.9,bronze whaler shark,2.1,"""torso, shoulder""",male,,,Carcharhinus brachyurus
1966,provoked,swimming,31.0,12,injured,TAS,-41.86666667,148.3,white shark,1.8,arm,male,30.0,1900-01-01 13:20:00,Carcharodon carcharias
1966,provoked,spearfishing,27.0,12,injured,NSW,-30.88333333,153.05,wobbegong,1.3408602150537634,"""arm, hand""",male,19.0,,Orectolobidae
1967,provoked,spearfishing,15.0,4,injured,NSW,-34.41666667,150.8833333,bronze whaler shark,2.0,"""arm, hand""",male,21.0,,Carcharhinus brachyurus
1967,provoked,spearfishing,19.0,8,fatal,WA,-30.25,115.0166667,white shark,4.0,torso,male,23.0,,Carcharodon carcharias
1968,unprovoked,swimming,20.0,2,injured,WA,-31.95,115.85,bull shark,2.4013698630136986,thigh,female,12.0,,Carcharhinus leucas
1968,provoked,spearfishing,4.0,2,uninjured,SA,-35.6,138.0833333,bronze whaler shark,3.0,other: uninjured,male,26.0,1900-01-01 18:30:00,Carcharhinus brachyurus
1968,provoked,diving,12.0,9,uninjured,SA,-35,136.1666667,white shark,3.375,other: uninjured,male,,,Carcharodon carcharias
1969,provoked,snorkelling,27.0,1,injured,NSW,-35,150.8166667,bronze whaler shark,2.4,leg,male,21.0,1900-01-01 07:30:00,Carcharhinus brachyurus
1969,provoked,spearfishing,24.0,6,injured,NSW,-34.66666667,150.85,wobbegong,3.5,"""leg, hand""",male,37.0,1900-01-01 15:00:00,Orectolobidae
1969,unprovoked,swimming,29.0,11,injured,WA,-31.95,115.85,bull shark,1.8,leg,male,15.0,,Carcharhinus leucas
1971,unprovoked,swimming,2.0,1,injured,TAS,-41.15,148.35,school shark,,torso,male,,1900-01-01 16:40:00,Galeorhinus galeus
1971,provoked,spearfishing,8.0,2,injured,WA,-33.85,121.8833333,whaler shark,2.2,"""arm, hand""",male,21.0,,Carcharhinidae
1971,unprovoked,swimming,10.0,12,fatal,QLD,-23.48333333,151.2,tiger shark,3.6,other: body not recovered,male,19.0,1900-01-01 15:00:00,Galeocerdo cuvier
1972,unprovoked,boarding,20.0,2,injured,VIC,-38.81666667,148.0833333,white shark,3.375,leg,male,18.0,,Carcharodon carcharias
1972,unprovoked,swimming,1.0,4,injured,QLD,-27.46666667,153.2333333,unknown species,1.9428571428571428,leg,female,,,Unknown species
1972,provoked,diving,8.0,8,injured,TAS,-43.23333333,148,white shark,3.6,foot,male,45.0,1900-01-01 11:15:00,Carcharodon carcharias
1972,unprovoked,boarding,21.0,10,injured,NSW,-35.35,150.4666667,white shark,3.0,thigh,male,18.0,1900-01-01 08:30:00,Carcharodon carcharias
1972,provoked,spearfishing,21.0,10,injured,QLD,-17.1,146.4,whaler shark,2.2,arm,male,24.0,,Carcharhinidae
1972,provoked,diving,1.0,11,uninjured,SA,-35,136.1666667,white shark,3.375,other: uninjured,male,,,Carcharodon carcharias
1973,unprovoked,boarding,10.0,1,injured,NSW,-33.51666667,151.3166667,white shark,3.375,foot,male,19.0,,Carcharodon carcharias
1973,unprovoked,swimming,25.0,3,injured,QLD,-18.51666667,146.35,tiger shark,2.0,"""arm, hand""",male,43.0,,Galeocerdo cuvier
1973,unprovoked,boarding,25.0,8,injured,QLD,-27.41666667,153.5333333,white shark,4.1,foot,male,16.0,1900-01-01 07:30:00,Carcharodon carcharias
1973,unprovoked,swimming,3.0,11,injured,QLD,-17.68333333,139.3666667,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1974,provoked,diving,9.0,1,fatal,SA,-32.76666667,134.2,white shark,3.2,"""arm, leg, torso""",male,25.0,1900-01-01 13:00:00,Carcharodon carcharias
1974,unprovoked,swimming,1.0,9,fatal,QLD,-27.73333333,153.6833333,tiger shark,3.166265060240964,torso,male,30.0,,Galeocerdo cuvier
1974,unprovoked,diving,10.0,12,injured,WA,-33.63333333,115.35,wobbegong,1.3408602150537634,Unknown,male,32.0,,Orectolobidae
1975,unprovoked,boarding,19.0,1,fatal,SA,-34.68333333,135.35,white shark,3.375,torso,male,17.0,1900-01-01 11:00:00,Carcharodon carcharias
1975,unprovoked,boarding,27.0,2,injured,VIC,-38.93333333,146.2333333,white shark,3.2,thigh,male,22.0,,Carcharodon carcharias
1975,provoked,snorkelling,7.0,2,fatal,SA,-32.08333333,132.9666667,white shark,3.0,leg,male,12.0,,Carcharodon carcharias
